TestId,Date,Gender,team,Peak Braking Velocity,Peak Propulsive Power,Avg. Braking Power,Peak Braking Force,Avg. Braking Velocity,gender_binary,sport_name,field_court_binary
LBrzNxXMkCckqH6I37FC,04-16-2024,Men,Baseball,-1.4504,5690.7923,-1247.8481,2103.0,-0.9259,0.0,Baseball,1.0
obdaLJJpA0veWNEbkgXZ,04-19-2024,Men,Baseball,-1.4495,5355.7655,-1159.8492,1962.0,-0.914,0.0,Baseball,1.0
xs4JaGoWbT6u3GfMrbMn,04-04-2024,Men,Baseball,-1.2848,5399.7389,-973.1302,1799.0,-0.8051,0.0,Baseball,1.0
2NXcR02pojld48VtJVsv,03-28-2024,Men,Baseball,-1.3501,5207.9691,-1110.9723,2046.0,-0.9181,0.0,Baseball,1.0
idgUsdGMwwCRgpF1UlEC,04-19-2024,Men,Baseball,-1.3783,5529.0796,-1131.7862,2071.0,-0.9112,0.0,Baseball,1.0
ViVjEy36g6Vg9rG7wt5c,03-19-2024,Men,Baseball,-1.4001,5696.0727,-1124.5623,1871.0,-0.8646,0.0,Baseball,1.0
C9N3YAnAgTDSJFtWxe2S,02-08-2024,Men,Baseball,-1.4458,5834.0931,-1191.438,2049.0,-0.916,0.0,Baseball,1.0
50GBjt8YXlttEQ9mYY3b,04-11-2024,Men,Baseball,-1.4861,5596.723,-1216.6591,1941.0,-0.9016,0.0,Baseball,1.0
UaW6m8vGWoQxzIWVyYqz,02-13-2024,Men,Baseball,-1.5499,5943.7072,-1470.7531,2304.0,-0.9868,0.0,Baseball,1.0
MDfXklrgGsMM1VHkZA4Z,01-23-2024,Men,Baseball,-1.5273,6093.1693,-1399.4596,2320.0,-0.9495,0.0,Baseball,1.0
tSuejJCoHR1eqL2Tr8F8,04-26-2024,Men,Baseball,-1.4411,5626.3148,-1211.1059,1990.0,-0.9136,0.0,Baseball,1.0
Oy9mVRvqksqs7LTpPC7I,03-07-2024,Men,Baseball,-1.5649,5848.1401,-1460.949,2292.0,-0.975,0.0,Baseball,1.0
3xvTUGR7ZqO5kv4KItEv,04-11-2024,Men,Baseball,-1.4404,5682.633,-1211.204,1967.0,-0.896,0.0,Baseball,1.0
f39ekGxzKytYnhQgc7UV,02-01-2024,Men,Baseball,-1.4485,5949.942,-1282.5,2145.0,-0.9123,0.0,Baseball,1.0
caLLYtqp4hnRRCVpc1oW,01-30-2024,Men,Baseball,-1.5771,6207.8387,-1519.5861,2435.0,-1.0084,0.0,Baseball,1.0
OrEIuYsQS7PE63LnspxQ,02-06-2024,Men,Baseball,-1.587,5932.1386,-1456.1671,2272.0,-0.9705,0.0,Baseball,1.0
zxpQbeR7JmgUYmUX79DE,05-01-2024,Men,Baseball,-1.3518,5300.6668,-1006.8749,1759.0,-0.8282,0.0,Baseball,1.0
WEEAS6LdZaBl6UINFI9j,02-08-2024,Men,Baseball,-1.5453,5990.1967,-1353.5521,2168.0,-0.9356,0.0,Baseball,1.0
5iebramGMzy66edm7fvb,01-16-2024,Men,Baseball,-1.4613,5692.8204,-1228.0639,1958.0,-0.9097,0.0,Baseball,1.0
K7GBdqteZnz77dsPNEni,05-13-2024,Men,Baseball,-1.4017,4996.1603,-1172.6484,1994.0,-0.8781,0.0,Baseball,1.0
aVFl29FX1VV4bmxm8tuN,02-01-2024,Men,Baseball,-1.6215,5700.4042,-1538.5521,2247.0,-1.0025,0.0,Baseball,1.0
g0Xc6U5Am6RoLx5g5p1G,01-30-2024,Men,Baseball,-1.412,6266.6701,-1273.169,2265.0,-0.9015,0.0,Baseball,1.0
7ayGRsRPFRjrZKhTmtyB,05-22-2024,Men,Baseball,-1.3634,5541.5102,-1118.5872,1847.0,-0.856,0.0,Baseball,1.0
EmPMD2ZhhCogPjaMMgPw,03-28-2024,Men,Baseball,-1.296,5320.8284,-974.4577,1808.0,-0.83,0.0,Baseball,1.0
YGGczlAphJLBYMoDYuBL,01-18-2024,Men,Baseball,-1.4066,5915.3132,-1146.6507,1893.0,-0.9032,0.0,Baseball,1.0
RYr3R7MWBVNTxxHYHUM4,05-03-2024,Men,Baseball,-1.4899,5565.8158,-1254.2758,1930.0,-0.9055,0.0,Baseball,1.0
PlH7knqRt5LC3BqB3Gmv,05-13-2024,Men,Baseball,-1.1897,5104.5793,-831.9472,1576.0,-0.7403,0.0,Baseball,1.0
P9C6hkJm8XECVeIx4zkE,03-14-2024,Men,Baseball,-1.2704,5224.4849,-976.9657,1846.0,-0.7981,0.0,Baseball,1.0
Y9j01NGlrSOW8Ru7p3MQ,01-23-2024,Men,Baseball,-1.5971,6030.9529,-1556.5938,2354.0,-1.0028,0.0,Baseball,1.0
uFUf2YvUW4QpUUJGsHYt,02-20-2024,Men,Baseball,-1.512,5772.358,-1307.6671,2141.0,-0.9454,0.0,Baseball,1.0
AOQUYyWpZevQgOcZN5ww,01-15-2024,Men,Baseball,-1.5279,6083.1325,-1493.2681,2283.0,-0.9322,0.0,Baseball,1.0
u41nudU55uCvbnczZrSl,04-04-2024,Men,Baseball,-1.4157,5325.7171,-1195.3359,2045.0,-0.9199,0.0,Baseball,1.0
n9DWMRoYf9F8OkINHpma,01-15-2024,Men,Baseball,-1.5415,5851.2969,-1436.3578,2289.0,-0.9827,0.0,Baseball,1.0
AZvBrwzoOMs4ZhR3VMaI,05-15-2024,Men,Baseball,-1.4949,5478.0714,-1265.1228,1934.0,-0.8993,0.0,Baseball,1.0
Ng9k02I8zc6eOoVKv4Fe,02-06-2024,Men,Baseball,-1.5911,6183.8963,-1599.1512,2389.0,-0.9873,0.0,Baseball,1.0
RVOANr0mLeZWLHkZ0p2g,05-22-2024,Men,Baseball,-1.5284,5381.5353,-1351.6861,2115.0,-0.9438,0.0,Baseball,1.0
MDPTaxnrd3TTXatendGC,02-15-2024,Men,Baseball,-1.4546,5800.5638,-1271.6844,2139.0,-0.8982,0.0,Baseball,1.0
IH8AOobqNsjIY9WSs5pv,01-25-2024,Men,Baseball,-1.5609,5712.4598,-1443.3489,2274.0,-1.0155,0.0,Baseball,1.0
QIkMbDmyTCyqxcvuD8i6,02-15-2024,Men,Baseball,-1.414,5775.9224,-1214.6533,2116.0,-0.886,0.0,Baseball,1.0
DANZhDCVKm2mivFZHJOO,02-20-2024,Men,Baseball,-1.5012,5761.4521,-1380.1884,2242.0,-0.9519,0.0,Baseball,1.0
hDwehr1iTfFkMBKhT8mR,04-23-2024,Men,Baseball,-1.5403,5741.8886,-1378.8519,2182.0,-0.9686,0.0,Baseball,1.0
WMkM7yN189nZyHlwWtAy,04-23-2024,Men,Baseball,-1.5679,5438.4722,-1411.8364,2126.0,-0.9867,0.0,Baseball,1.0
JHjcjUMs3p9mFeBGTKbl,05-01-2024,Men,Baseball,-1.1981,5440.3362,-846.2914,1700.0,-0.7599,0.0,Baseball,1.0
bYoih0TTVDO5Wym8ifRl,03-06-2024,Men,Baseball,-1.5686,5813.46,-1452.627,2233.0,-0.9868,0.0,Baseball,1.0
TeW9jZvIVFfWrTnAoDJB,02-29-2024,Men,Baseball,-1.478,5822.6752,-1314.9963,2246.0,-0.9695,0.0,Baseball,1.0
xpMgpQPDDg4MsRjkErdZ,05-08-2024,Men,Baseball,-1.2792,5378.6259,-956.2218,1677.0,-0.7885,0.0,Baseball,1.0
ZRyQWS0n9weCwUuVjIGe,04-08-2024,Men,Baseball,-1.5031,5534.8145,-1290.1136,1936.0,-0.9296,0.0,Baseball,1.0
jbSRyQaqYZ0tmlSq6S0b,05-08-2024,Men,Baseball,-1.345,5320.8516,-1102.7836,1959.0,-0.8562,0.0,Baseball,1.0
wvrdUUffQdEc6LEV68un,02-06-2024,Men,Baseball,-1.6138,5921.7016,-1504.9788,2365.0,-1.0303,0.0,Baseball,1.0
p5IWkbhqd2D8006GWOxO,04-04-2024,Men,Baseball,-1.3094,5552.0031,-1036.3773,1842.0,-0.8514,0.0,Baseball,1.0
9njFc0XiBfdAf4XRgDrK,01-16-2024,Men,Baseball,-1.3651,5936.2282,-1184.1816,2102.0,-0.9026,0.0,Baseball,1.0
Qvcd2GtBhIhyibW7ovzg,02-08-2024,Men,Baseball,-1.4719,6052.6129,-1309.4381,2268.0,-0.9378,0.0,Baseball,1.0
FDm728sHuKyAOwnXus8u,05-08-2024,Men,Baseball,-1.4707,6314.7103,-1510.8776,2515.0,-0.9525,0.0,Baseball,1.0
zTxhCs2xZLXN4suQ1n5n,03-19-2024,Men,Baseball,-1.4562,6211.6683,-1396.0765,2388.0,-0.9389,0.0,Baseball,1.0
oQf6iat6DrPKLdC2r8Ow,05-03-2024,Men,Baseball,-1.6573,6468.2265,-1916.5954,2782.0,-1.0557,0.0,Baseball,1.0
rdLsq5zHY0qhGkTq7Qgc,03-26-2024,Men,Baseball,-1.7859,6441.2234,-2266.4514,3029.0,-1.1447,0.0,Baseball,1.0
mjeZi75bJKC2YfbJJX8Y,04-11-2024,Men,Baseball,-1.6362,6104.6056,-1793.904,2701.0,-1.0699,0.0,Baseball,1.0
w3A6IRhHIttvSJmSU74p,02-01-2024,Men,Baseball,-1.6395,5791.8418,-1743.5649,2755.0,-1.1026,0.0,Baseball,1.0
U91jN6NWJOBpPYazyHZ8,02-27-2024,Men,Baseball,-1.6072,6270.1632,-1781.212,2781.0,-1.0712,0.0,Baseball,1.0
ShLKP65QNNy757p5VYZ8,01-16-2024,Men,Baseball,-1.6,6238.6694,-1813.7543,2780.0,-1.0314,0.0,Baseball,1.0
Fvhv4psUCK1LpX6Diog7,04-23-2024,Men,Baseball,-1.6377,6631.3063,-1957.6662,2976.0,-1.0932,0.0,Baseball,1.0
1Xief2khyorMRGao9Jzs,01-30-2024,Men,Baseball,-1.7125,6192.0037,-2011.5351,2869.0,-1.119,0.0,Baseball,1.0
Po1hN79mojPZbiONE0V7,01-15-2024,Men,Baseball,-1.7193,6511.8157,-2211.9866,3107.0,-1.1042,0.0,Baseball,1.0
nBKo4TlSnX6qbxeCEGSi,01-23-2024,Men,Baseball,-1.6674,5924.0945,-1913.6856,2934.0,-1.1404,0.0,Baseball,1.0
dSOs6Rn1z0ynauHsKnug,02-07-2024,Men,Baseball,-1.7174,6228.0468,-2085.8011,2872.0,-1.0924,0.0,Baseball,1.0
8wmoREgM11ecAgg3w7lk,05-15-2024,Men,Baseball,-1.6839,5933.9025,-1919.1575,2720.0,-1.0877,0.0,Baseball,1.0
n1UytOT4GyxYVapMVHM7,01-18-2024,Men,Baseball,-1.6572,6520.8502,-2032.3323,2980.0,-1.0766,0.0,Baseball,1.0
cdW3Dp3LrufiNfzbWVD6,02-01-2024,Men,Baseball,-1.5301,5981.0146,-1668.9085,2804.0,-1.038,0.0,Baseball,1.0
HI59mWWjNrAyCtsQVcDX,01-16-2024,Men,Baseball,-1.4298,6471.3246,-1517.5388,2679.0,-0.9242,0.0,Baseball,1.0
rTD1ZoFh9GUdzT93RuQ6,05-08-2024,Men,Baseball,-1.6434,5988.6766,-1817.6532,2709.0,-1.0766,0.0,Baseball,1.0
EX1eLOSgcomUSMWkjg46,02-08-2024,Men,Baseball,-1.5449,6154.8328,-1612.0443,2620.0,-1.0226,0.0,Baseball,1.0
YqxM1AqAlQvN2REfD6Bj,03-06-2024,Men,Baseball,-1.6174,6322.4782,-1783.2945,2670.0,-1.0523,0.0,Baseball,1.0
7uo6X4nQF6kqELNCbFhk,05-13-2024,Men,Baseball,-1.5369,5797.3213,-1589.1725,2546.0,-1.0062,0.0,Baseball,1.0
bCrI3Gt7YUy3K9epWVY5,03-19-2024,Men,Baseball,-1.6746,5219.8013,-1812.5929,2689.0,-1.1025,0.0,Baseball,1.0
dto5CqczyUGmVtUzxPN2,04-08-2024,Men,Baseball,-1.5916,6348.9345,-1769.5483,2684.0,-1.0124,0.0,Baseball,1.0
buxF8hXbkK3e0PAePRq2,04-26-2024,Men,Baseball,-1.5909,6003.7504,-1708.6364,2690.0,-1.0511,0.0,Baseball,1.0
lK1KGYROk3EqsJ88ZVuV,03-19-2024,Men,Baseball,-1.5973,6214.7486,-1795.5125,2689.0,-1.042,0.0,Baseball,1.0
AOD1YQZf0i4xeviGl7xP,04-04-2024,Men,Baseball,-1.5679,6332.1694,-1680.4401,2635.0,-1.0077,0.0,Baseball,1.0
Xuzrtbih4Q1bMgvaLwEP,01-23-2024,Men,Baseball,-1.5004,6292.9165,-1597.1295,2606.0,-1.0102,0.0,Baseball,1.0
OUv4jxpf1OVqPM7lU9xx,03-28-2024,Men,Baseball,-1.4829,6392.8743,-1578.9833,2454.0,-0.9289,0.0,Baseball,1.0
H5Kp0Jd4sDMQVPAW3GKZ,01-30-2024,Men,Baseball,-1.5084,6562.778,-1645.5007,2663.0,-0.9847,0.0,Baseball,1.0
jhF16im8OVXhDzsbdTQV,02-08-2024,Men,Baseball,-1.6156,5870.7139,-1775.4969,2759.0,-1.0693,0.0,Baseball,1.0
6Pm8zJekOpXtYLgq7140,02-13-2024,Men,Baseball,-1.7507,6257.698,-2039.2219,2893.0,-1.1438,0.0,Baseball,1.0
80XotzDf0Ka4cwlyOB83,05-22-2024,Men,Baseball,-1.5865,5724.3458,-1658.8237,2542.0,-1.0191,0.0,Baseball,1.0
qpwd2o7qRkVATeIJCR1Y,01-25-2024,Men,Baseball,-1.6703,6175.9423,-2055.9168,3011.0,-1.1083,0.0,Baseball,1.0
ZgZevMBiqU6RlHv3u8Qe,04-19-2024,Men,Baseball,-1.662,6272.3792,-1871.3076,2767.0,-1.1005,0.0,Baseball,1.0
UkEIkJ5ccA4XuUlgzAKi,03-14-2024,Men,Baseball,-1.536,5964.4505,-1497.4618,2395.0,-0.9785,0.0,Baseball,1.0
g3mXZ7IfT9xuQuy1Id7g,02-13-2024,Men,Baseball,-1.4754,6266.0119,-1554.8307,2660.0,-0.9506,0.0,Baseball,1.0
KETHuyfoIjJ4otdUa62q,02-15-2024,Men,Baseball,-1.6283,6393.1488,-1897.5939,2812.0,-1.0769,0.0,Baseball,1.0
2COWvkK78c9AEeTfKXGQ,03-07-2024,Men,Baseball,-1.6615,6383.3858,-1882.8803,2670.0,-1.0675,0.0,Baseball,1.0
syyFnGph4rIc7BZHbdL4,02-29-2024,Men,Baseball,-1.5615,6199.0399,-1706.9103,2772.0,-1.0469,0.0,Baseball,1.0
hHwGocgCp8fjBhYv7w2y,01-25-2024,Men,Baseball,-1.6621,6235.4122,-1913.7311,2854.0,-1.0937,0.0,Baseball,1.0
MXD6naXFNhqu27zcv3Pn,02-08-2024,Men,Baseball,-1.5452,6048.7375,-1603.9198,2752.0,-1.0925,0.0,Baseball,1.0
OM7B4WTVcwc7GBpEM7wA,02-07-2024,Men,Baseball,-1.4642,6406.3298,-1592.2866,2761.0,-0.9765,0.0,Baseball,1.0
8NKV6RcJtyYGeZLgc67O,04-16-2024,Men,Baseball,-1.6266,6312.4803,-1791.632,2620.0,-1.0457,0.0,Baseball,1.0
TsEpLIjEZ4j3i7Cs7jvf,02-07-2024,Men,Baseball,-1.4546,6152.1226,-1612.9394,2674.0,-0.9821,0.0,Baseball,1.0
psE0BxQT7tEvC5XsafA6,02-27-2024,Men,Baseball,-1.5769,6324.1728,-1667.6871,2577.0,-1.0146,0.0,Baseball,1.0
bXa5fWkIg4uKBXhvBt1j,05-01-2024,Men,Baseball,-1.4548,5966.0762,-1470.4086,2482.0,-0.9676,0.0,Baseball,1.0
wMhQSDiNdjuIn2y0HNMV,01-15-2024,Men,Baseball,-1.5841,6643.2934,-1984.3639,3076.0,-1.0231,0.0,Baseball,1.0
aY1uTXtMpPISkeYZTZQh,03-14-2024,Men,Baseball,-1.5526,5867.3353,-1633.4734,2579.0,-1.0295,0.0,Baseball,1.0
TsSxba5A3tNzfOgeK6hl,03-28-2024,Men,,-1.241,5414.099,-1109.2999,2217.0,-0.8129,0.0,,
3LvMCA5GLvzhlOKpMhpX,01-25-2024,Men,,-1.226,5209.036,-1094.4164,2117.0,-0.8107,0.0,,
gjDyhmuY7gi9sbSx6Hv4,03-26-2024,Men,,-1.294,5451.3071,-1178.4433,2209.0,-0.829,0.0,,
GLinEULWWkDMObXSYRYi,05-22-2024,Men,,-1.2504,5101.0689,-1028.8602,1825.0,-0.8256,0.0,,
0rVWnxZqEylR5Vf5xu7X,02-06-2024,Men,,-1.2829,5269.7053,-1178.8613,2241.0,-0.8384,0.0,,
3mkZpTo551icHukUxxQU,02-06-2024,Men,,-1.2984,5557.152,-1211.0653,2218.0,-0.8535,0.0,,
Mz7RVOew5OfPJphkYNti,05-08-2024,Men,,-1.2196,5291.1995,-1040.8106,2144.0,-0.8043,0.0,,
I8oag8C3RLh5AKQgA1Cf,05-22-2024,Men,,-1.1605,4995.4921,-985.2373,2034.0,-0.7749,0.0,,
4dTFGC47y3z797FazVOW,04-16-2024,Men,,-1.2534,5451.7819,-1092.5534,2191.0,-0.8268,0.0,,
h1fjxtsyL4E8XuiwXkm5,03-06-2024,Men,,-1.2127,5300.475,-1093.2297,2130.0,-0.8112,0.0,,
lhsMUTVsFuAfaGOQQWNE,01-16-2024,Men,,-1.1757,5269.5006,-1050.1943,2141.0,-0.7684,0.0,,
2GhCmyRG57fxuZzTe5ap,03-21-2024,Men,,-1.3853,5368.3208,-1322.108,2275.0,-0.9051,0.0,,
o8Mnt81RCyYhgdkE1oR4,02-01-2024,Men,,-1.2624,5374.1487,-1136.1115,2177.0,-0.8358,0.0,,
ZB4qnmkGDN0nmQAFr8c6,02-01-2024,Men,,-1.3502,5210.1366,-1226.8893,2166.0,-0.8715,0.0,,
WxkJCJcC5QHtgm1r4OAF,02-06-2024,Men,,-1.3525,5235.6212,-1229.1635,2138.0,-0.8732,0.0,,
ekQ7DLDzMk9lw4dWPeJt,05-01-2024,Men,,-1.4054,5030.794,-1283.1392,2156.0,-0.8939,0.0,,
4pw4Xpz96suFUc6mqr1e,01-25-2024,Men,,-1.3188,5287.686,-1195.7478,2175.0,-0.8761,0.0,,
urOA3g8IOtlYF1vMN5Ql,01-18-2024,Men,,-1.2673,5476.4108,-1161.6517,2188.0,-0.8328,0.0,,
6L29SJorw1sR4xmuhcsB,03-14-2024,Men,,-1.1495,5289.7326,-987.3827,2009.0,-0.7578,0.0,,
DFEfDLauU880fQijOE8n,01-23-2024,Men,,-1.1579,5620.0531,-1039.2872,2225.0,-0.8033,0.0,,
ZhveBKVISALlXuvVIdGF,03-19-2024,Men,,-1.291,5378.4038,-1250.191,2413.0,-0.8761,0.0,,
j8aGGDcUuld1yXvzKonn,01-15-2024,Men,,-1.1631,5266.2323,-1109.372,2326.0,-0.7907,0.0,,
mDVahBk1U8AwyDQC01O2,02-13-2024,Men,,-1.2087,5505.67,-1077.2195,2218.0,-0.8017,0.0,,
jkOVs5nnw5dUSn27m6EC,02-13-2024,Men,,-1.2736,5542.9952,-1113.3056,2110.0,-0.8452,0.0,,
tB0HGHdUUIR4N0gCBn50,02-29-2024,Men,,-1.1874,5686.4701,-1045.4247,2156.0,-0.7917,0.0,,
c4a38i41TAhU8IabpUGy,04-11-2024,Men,,-1.1778,5208.5712,-1075.5817,2175.0,-0.8067,0.0,,
5Xmu7hdfWHVTR5aJwvUM,01-23-2024,Men,,-1.2328,5436.5802,-1160.6383,2170.0,-0.8174,0.0,,
65JMWiIk1tBnj6f21QLa,02-08-2024,Men,,-1.3608,5397.4216,-1225.8629,2036.0,-0.86,0.0,,
TpMmzUb5txnRV5T13y59,05-08-2024,Men,,-1.2803,5403.882,-1138.4235,2087.0,-0.844,0.0,,
lTLk9s7NTnlb0x0WeZBR,01-16-2024,Men,,-1.2113,5374.5727,-1083.9812,2057.0,-0.7946,0.0,,
82X7dyPRjGEI8zP3nzve,02-08-2024,Men,,-1.2515,5491.9417,-1112.5795,2147.0,-0.822,0.0,,
NluD6VGBacRlFfMgc2AE,02-08-2024,Men,,-1.2021,5413.0116,-1064.9366,2053.0,-0.7988,0.0,,
EIHGZbeKoiucVdWjGK9y,01-15-2024,Men,,-1.0094,5361.0536,-910.5502,2172.0,-0.6808,0.0,,
UdAeuWJUttK3jKGtF3wf,03-07-2024,Men,,-1.3649,5487.4865,-1265.0747,2177.0,-0.8985,0.0,,
GrozlGmPgfmU5IpUX6TP,04-19-2024,Men,,-1.2935,5361.7168,-1232.5002,2248.0,-0.8385,0.0,,
qrmrpth2W64KIc7wxyVM,05-15-2024,Men,,-1.2935,5045.716,-1090.6272,1962.0,-0.8145,0.0,,
bwsda85mmxJCDV60An0V,05-03-2024,Men,,-1.3339,5305.9048,-1198.6027,2204.0,-0.8558,0.0,,
tZkX2LTzMlDP3O13QJG9,04-23-2024,Men,,-1.2106,5308.4809,-1057.1954,2130.0,-0.8208,0.0,,
hZ7NPEUoCMYdSMZTuxsq,05-13-2024,Men,,-1.3823,5163.2384,-1235.0854,2011.0,-0.8664,0.0,,
OEHw0jE55fCcrO0qYX7S,01-30-2024,Men,,-1.2193,5140.7498,-1035.0249,1941.0,-0.806,0.0,,
mgkUbQEf78Oq98g8Z4pv,05-15-2024,Men,,-1.309,4896.5353,-1180.0451,2082.0,-0.8589,0.0,,
W4NIIfGtpmwACUN08sPF,04-04-2024,Men,,-1.3338,5247.3036,-1208.159,2170.0,-0.8595,0.0,,
qUqldaVz92jsvJtdGQVI,01-30-2024,Men,,-1.3015,5217.1668,-1168.475,2100.0,-0.8577,0.0,,
U8k5y7rNVJtAkbw4z1hr,04-08-2024,Men,,-1.3582,5242.1535,-1276.5312,2256.0,-0.8976,0.0,,
11zC8VlkoJN49SnpD1cr,04-26-2024,Men,,-1.3619,5287.4047,-1194.5202,2041.0,-0.8611,0.0,,
gdEA88TUIPH8M9mVUnMZ,02-15-2024,Men,,-1.3494,5618.6271,-1244.6347,2193.0,-0.8689,0.0,,
G0y1VtwtTAwhIK45YHnk,05-01-2024,Men,,-1.6088,4719.2656,-1479.0438,2062.0,-1.0023,0.0,,
N11CIB1Ihx50PY8xolf1,02-13-2024,Men,,-1.4965,4619.2764,-1347.5665,2035.0,-0.9331,0.0,,
zNrRmg881RjfbX0wsKfa,01-16-2024,Men,,-1.3786,5168.1871,-1288.917,2045.0,-0.8351,0.0,,
Q3tFcuxWYjNf6fZelXBP,05-15-2024,Men,,-1.6741,4605.5453,-1643.7999,2155.0,-1.0194,0.0,,
FwiRLFqtIMkIbD0Q1vLE,01-30-2024,Men,,-1.6874,4789.2982,-1654.5369,2209.0,-1.019,0.0,,
CdgVBWwkBOnMDlvfbe18,04-19-2024,Men,,-1.6292,4911.4439,-1576.9648,2175.0,-1.0098,0.0,,
Db20WL822vVQylAYTKVz,02-15-2024,Men,,-1.5461,4543.1965,-1356.119,1957.0,-0.975,0.0,,
TVFFeEeOBI0pCz0yqBjL,03-14-2024,Men,,-1.5833,4708.7585,-1457.6612,2113.0,-1.018,0.0,,
VtnpGaP3tX9zm2xR1qgz,04-16-2024,Men,,-1.5462,5021.095,-1502.2008,2206.0,-0.983,0.0,,
bnnbA9aEgeRxEyZ1Eos8,03-21-2024,Men,,-1.541,5112.2464,-1422.7341,2036.0,-0.9424,0.0,,
VvYGgHFsZURnGY6j716n,03-28-2024,Men,,-1.5421,4999.1454,-1456.1144,2104.0,-0.9442,0.0,,
W75IfML4z3IJc8fWbzG7,05-15-2024,Men,,-1.4934,4789.8703,-1472.9639,2249.0,-0.9466,0.0,,
IV4j3GQJQ8POL7vh1YUZ,01-23-2024,Men,,-1.5084,4863.2913,-1400.8142,2094.0,-0.9356,0.0,,
TzxqsK6HgVfNS9XUY9Cb,05-22-2024,Men,,-1.4831,4628.7711,-1371.2377,2056.0,-0.9275,0.0,,
XPrs1EhGJd4kBkm7jpRd,05-22-2024,Men,,-1.6885,4616.1641,-1640.1694,2180.0,-1.0538,0.0,,
Thiqj7Bt1KocFeF8sbRa,01-16-2024,Men,,-1.2471,5104.8499,-1136.3855,2034.0,-0.7735,0.0,,
aUNRAZvn3aLZBAlzNCNc,02-13-2024,Men,,-1.4418,4424.9526,-1240.151,1923.0,-0.919,0.0,,
pv7F2sCSfhrjJXUKT27O,04-26-2024,Men,,-1.5952,5153.5162,-1523.0289,2146.0,-1.0059,0.0,,
U5UT5faon0FnK1dfnCGx,04-08-2024,Men,,-1.5253,4649.7335,-1359.3434,1987.0,-0.9544,0.0,,
75FK7Ku1goIqpa4xVi8r,02-06-2024,Men,,-1.5145,4797.4125,-1367.7397,1978.0,-0.9297,0.0,,
x6sWAMqOBA9uLorq4BsS,03-19-2024,Men,,-1.5301,5006.3804,-1383.5147,2032.0,-0.952,0.0,,
9ax1y4x4tdKL61D5FVzM,05-01-2024,Men,,-1.5879,4914.1219,-1488.917,2138.0,-1.008,0.0,,
XYt2Vn5iK1Alwjo0lYPa,02-13-2024,Men,,-1.5076,4287.8186,-1395.8269,2126.0,-0.9715,0.0,,
zQ2Ty7QeCroEc2DCVNFc,02-06-2024,Men,,-1.3802,4813.5938,-1251.9839,2054.0,-0.8852,0.0,,
XjEHKsUxLVa07PjRWdQO,01-23-2024,Men,,-1.4535,5039.1781,-1361.3078,2080.0,-0.9086,0.0,,
a1xV59LFbsLiF1Vkh0HP,05-13-2024,Men,,-1.5091,4826.8719,-1411.5829,2177.0,-0.9816,0.0,,
TUeZV626gTK3r5R5h8v1,02-29-2024,Men,,-1.4756,4862.3404,-1383.6385,2083.0,-0.9226,0.0,,
naKI1I0SYedaVnWLfC5J,02-08-2024,Men,,-1.3365,4771.7732,-1127.2062,1812.0,-0.8474,0.0,,
xIl8MvOd8viHxVkp6fzc,01-15-2024,Men,,-1.5201,4997.1826,-1436.4341,2139.0,-0.9546,0.0,,
CcoUEn7FH1vVz3nT7h0X,02-01-2024,Men,,-1.4363,4844.2558,-1243.6461,1918.0,-0.9044,0.0,,
ofmIzFNMZthZuIWEYKvy,01-18-2024,Men,,-1.3972,5006.9523,-1306.685,2036.0,-0.8794,0.0,,
UKCkTL1tANQN27DPUwL2,05-03-2024,Men,,-1.686,4762.486,-1616.2168,2144.0,-1.0704,0.0,,
FPFC8R32FOBP7PxOgkZ3,05-03-2024,Men,,-1.6191,4742.4703,-1546.9755,2149.0,-1.0232,0.0,,
Mmf9PySkk1wFTXZVSG4I,02-06-2024,Men,,-1.5461,4630.3016,-1432.6155,2058.0,-0.9833,0.0,,
YM8MViZQEoWvQvZxBcyz,03-06-2024,Men,,-1.5736,4942.6773,-1477.2486,2126.0,-0.9936,0.0,,
j6RAQjnUxqBDphkm9NjL,05-08-2024,Men,,-1.508,4721.5838,-1447.307,2211.0,-0.955,0.0,,
amUS5h4510mmVda2ddB7,05-08-2024,Men,,-1.483,4916.89,-1393.8611,2106.0,-0.9074,0.0,,
DznUp5Mw8SLLompmNSpB,01-25-2024,Men,,-1.5321,4945.7234,-1376.1601,2021.0,-0.9488,0.0,,
AEzpdqU1cVqISy6lkSZW,02-08-2024,Men,,-1.4833,4603.9301,-1336.659,2015.0,-0.9349,0.0,,
UQXDcGgM8AYVK3JSR2tw,02-01-2024,Men,,-1.4608,4690.8783,-1314.9536,2022.0,-0.93,0.0,,
7OQeDDyyuttIPMKVbRmn,01-30-2024,Men,,-1.5687,5118.5451,-1492.6506,2139.0,-0.9761,0.0,,
H0qV8vZEOQm7hXdywf0y,01-15-2024,Men,,-1.4982,5217.8043,-1481.6297,2195.0,-0.9004,0.0,,
54WEMYBNsrQcC2QCqhf0,03-14-2024,Men,,-1.4884,4682.9654,-1344.1856,2032.0,-0.9524,0.0,,
z4oZuOn7wVJjhILJ77Nt,05-03-2024,Men,,-1.5942,4834.4404,-1598.585,2261.0,-1.0071,0.0,,
0UL9JjHrnGqXIRoZq9EF,04-11-2024,Men,,-1.5699,4809.877,-1458.2728,2047.0,-0.9752,0.0,,
PKgBEFk7s0nWcTRkdIju,03-26-2024,Men,,-1.513,4915.7748,-1423.3726,2042.0,-0.9476,0.0,,
